,fartsdempere,trafikk_mengde,fotobokser,vegskulder,svingerestriksjon,vilt_fare,fartsgrense,trafikk_ulykke
0900 Ev18 hp88,1.0,1055.5555555555557,0.0,0.0,2.0,0.0,64.0,2.0
0900 Ev18 hp881,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0
0900 Ev18 hp882,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Ev18 hp89,0.0,2600.0,0.0,0.0,2.0,0.0,71.11111111111111,4.0
0900 Ev18 hp892,0.0,275.0,0.0,0.0,1.0,0.0,40.0,0.0
0900 Ev18 hp893,0.0,366.6666666666667,0.0,0.0,0.0,0.0,20.0,0.0
0900 Ev18 hp9,0.0,9450.0,0.0,0.0,4.0,0.0,0.0,260.0
0900 Ev18 hp91,0.0,1441.6666666666667,0.0,0.0,2.0,0.0,80.0,0.0
0900 Ev18 hp93,0.0,541.6666666666666,0.0,0.0,2.0,0.0,82.22222222222223,0.0
0900 Ev18 hp95,0.0,1040.0,0.0,0.0,3.0,0.0,72.5,0.0
0900 Ev18 hp96,0.0,1185.7142857142858,0.0,0.0,2.0,0.0,72.5,0.0
0900 Ev18 hp97,0.0,733.3333333333334,0.0,0.0,1.0,0.0,66.66666666666667,0.0
0900 Ev18 hp99,0.0,858.3333333333334,0.0,0.0,1.0,0.0,80.0,0.0
0900 Ew18 hp408,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ew18 hp5,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,1.0
0900 Ew18 hp77,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa123 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa128 hp1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fa409 hp1,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
0900 Fa409 hp401,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa409 hp402,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa409 hp403,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa409 hp404,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa410 hp1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0900 Fa410 hp4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa410 hp448,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fa42 hp9,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0900 Fa421 hp4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0900 Fa421 hp405,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0900 Fa421 hp406,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fa421 hp407,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fa421 hp417,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fa421 hp5,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
0900 Fa421 hp6,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fa421 hp7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fg134 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg134 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg229 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg232 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg235 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg235 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg331 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg401 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg402 hp152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg402 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg402 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg402 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg402 hp251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg402 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg402 hp51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg403 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg403 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg403 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg404 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg404 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg404 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg407 hp150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg407 hp152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg407 hp153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg407 hp2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fg407 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0900 Fg407 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg407 hp203,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fg407 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg408 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg408 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg409 hp50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0900 Fg410 hp154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg410 hp165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg410 hp166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg410 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg410 hp204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg410 hp4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg411 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg411 hp5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg414 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg415 hp1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fg415 hp151,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fg415 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0900 Fg416 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg416 hp153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg416 hp201,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fg416 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg416 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg416 hp50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg418 hp1,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0
0900 Fg418 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg418 hp161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg418 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg418 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg418 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
0900 Fg42 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg42 hp70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp10,0.0,0.0,0.0,0.0,0.0,0.0,41.666666666666664,0.0
0900 Fg420 hp11,0.0,1675.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0900 Fg420 hp158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp207,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fg420 hp208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0900 Fg420 hp210,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0
0900 Fg420 hp211,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0
0900 Fg420 hp212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp6,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
0900 Fg420 hp8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg420 hp9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0900 Fg76 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fg76 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Ft154 hp50,0.0,1000.0,0.0,0.0,0.0,0.0,37.5,2.0
0900 Ft260 hp1,0.0,110.0,0.0,0.0,0.0,0.0,40.0,6.0
0900 Ft73 hp50,0.0,25.0,0.0,0.0,0.0,0.0,43.333333333333336,0.0
0900 Fv1 hp1,0.0,383.3333333333333,0.0,0.0,0.0,1.0,52.5,38.0
0900 Fv10 hp1,0.0,50.0,0.0,0.0,0.0,0.0,53.333333333333336,6.0
0900 Fv101 hp1,0.0,0.0,0.0,0.0,0.0,0.0,58.333333333333336,7.0
0900 Fv101 hp600,0.0,375.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv101 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv102 hp1,0.0,416.6666666666667,0.0,0.0,0.0,0.0,44.0,7.0
0900 Fv103 hp1,0.0,125.0,0.0,0.0,0.0,0.0,32.5,4.0
0900 Fv104 hp1,0.0,125.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0900 Fv105 hp1,0.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0
0900 Fv105 hp600,0.0,150.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv106 hp1,2.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,1.0
0900 Fv106 hp600,0.0,75.0,0.0,0.0,0.0,0.0,15.0,0.0
0900 Fv107 hp1,0.0,0.0,0.0,0.0,0.0,0.0,43.333333333333336,3.0
0900 Fv107 hp600,0.0,125.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv108 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv108 hp600,0.0,75.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv109 hp1,0.0,100.0,0.0,0.0,0.0,0.0,53.333333333333336,16.0
0900 Fv109 hp600,0.0,250.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv11 hp1,2.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0
0900 Fv11 hp2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv11 hp50,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0
0900 Fv11 hp51,0.0,125.0,0.0,0.0,0.0,0.0,33.333333333333336,1.0
0900 Fv11 hp600,0.0,125.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv11 hp625,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv11 hp626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv11 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv110 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,12.0
0900 Fv110 hp600,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv111 hp1,1.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,1.0
0900 Fv111 hp600,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv112 hp1,2.0,0.0,0.0,1.0,0.0,0.0,37.5,1.0
0900 Fv112 hp600,0.0,175.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv112 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv113 hp1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,104.0
0900 Fv113 hp600,0.0,500.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv113 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv12 hp1,0.0,100.0,0.0,0.0,0.0,0.0,40.0,8.0
0900 Fv121 hp1,0.0,650.0,0.0,0.0,0.0,0.0,62.5,73.0
0900 Fv121 hp2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0
0900 Fv121 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv122 hp1,5.0,733.3333333333334,0.0,0.0,0.0,0.0,52.72727272727273,49.0
0900 Fv123 hp1,0.0,325.0,0.0,0.0,0.0,0.0,60.0,14.0
0900 Fv123 hp600,0.0,125.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv123 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv124 hp1,1.0,1150.0,0.0,0.0,0.0,0.0,54.44444444444444,62.0
0900 Fv125 hp1,1.0,275.0,0.0,0.0,0.0,0.0,45.0,7.0
0900 Fv125 hp600,0.0,350.0,0.0,0.0,0.0,0.0,20.0,0.0
0900 Fv125 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv126 hp1,3.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0
0900 Fv126 hp600,0.0,1550.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv127 hp1,0.0,850.0,0.0,0.0,0.0,1.0,40.0,7.0
0900 Fv128 hp1,3.0,616.6666666666666,0.0,0.0,0.0,0.0,42.857142857142854,24.0
0900 Fv128 hp400,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0900 Fv128 hp600,0.0,1775.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv129 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0
0900 Fv129 hp600,0.0,125.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv130 hp1,0.0,0.0,0.0,0.0,0.0,0.0,46.666666666666664,1.0
0900 Fv130 hp600,0.0,125.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv131 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv131 hp600,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv132 hp1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0
0900 Fv132 hp600,0.0,300.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv133 hp1,0.0,0.0,0.0,0.0,0.0,0.0,43.333333333333336,0.0
0900 Fv133 hp600,0.0,125.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv133 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv134 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0
0900 Fv134 hp600,0.0,400.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv135 hp1,7.0,0.0,0.0,0.0,0.0,0.0,32.5,10.0
0900 Fv135 hp600,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv135 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv136 hp1,0.0,125.0,0.0,0.0,0.0,0.0,33.333333333333336,7.0
0900 Fv137 hp1,5.0,100.0,0.0,0.0,0.0,0.0,20.0,12.0
0900 Fv138 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv138 hp600,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv138 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv139 hp1,4.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0
0900 Fv139 hp600,0.0,150.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv140 hp1,0.0,75.0,0.0,0.0,0.0,0.0,60.0,0.0
0900 Fv141 hp1,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,9.0
0900 Fv141 hp600,0.0,250.0,0.0,0.0,0.0,0.0,35.0,0.0
0900 Fv151 hp1,6.0,250.0,0.0,0.0,0.0,0.0,54.166666666666664,86.0
0900 Fv151 hp2,0.0,250.0,0.0,0.0,0.0,0.0,0.0,8.0
0900 Fv151 hp699,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv152 hp1,0.0,1283.3333333333333,0.0,0.0,1.0,2.0,61.0,145.0
0900 Fv152 hp600,0.0,1600.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv153 hp1,0.0,0.0,0.0,0.0,0.0,0.0,46.666666666666664,1.0
0900 Fv153 hp600,0.0,75.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv154 hp1,1.0,225.0,0.0,0.0,0.0,0.0,44.0,11.0
0900 Fv155 hp1,6.0,175.0,0.0,0.0,0.0,0.0,32.5,10.0
0900 Fv155 hp600,0.0,175.0,0.0,0.0,0.0,0.0,15.0,0.0
0900 Fv156 hp1,6.0,0.0,0.0,0.0,0.0,0.0,40.0,21.0
0900 Fv156 hp600,0.0,75.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv157 hp1,0.0,225.0,0.0,0.0,0.0,0.0,50.0,19.0
0900 Fv158 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0
0900 Fv158 hp600,0.0,225.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv159 hp1,0.0,116.66666666666667,0.0,0.0,0.0,0.0,53.333333333333336,3.0
0900 Fv161 hp1,0.0,0.0,0.0,0.0,0.0,0.0,56.0,23.0
0900 Fv161 hp2,0.0,0.0,0.0,0.0,0.0,0.0,46.666666666666664,0.0
0900 Fv161 hp600,0.0,175.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv161 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv162 hp1,0.0,125.0,0.0,0.0,0.0,0.0,52.5,8.0
0900 Fv163 hp1,0.0,100.0,0.0,0.0,0.0,0.0,40.0,22.0
0900 Fv163 hp600,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv164 hp1,0.0,100.0,0.0,0.0,0.0,0.0,55.0,0.0
0900 Fv171 hp1,1.0,6040.0,0.0,0.0,0.0,0.0,48.333333333333336,77.0
0900 Fv171 hp400,0.0,3825.0,0.0,0.0,0.0,0.0,0.0,1.0
0900 Fv171 hp401,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,1.0
0900 Fv171 hp405,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv171 hp410,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0900 Fv171 hp801,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv172 hp1,0.0,275.0,0.0,0.0,0.0,0.0,52.0,60.0
0900 Fv172 hp2,4.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,9.0
0900 Fv172 hp651,0.0,200.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv173 hp1,7.0,333.3333333333333,0.0,0.0,0.0,0.0,41.42857142857143,37.0
0900 Fv173 hp400,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv173 hp401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv173 hp50,0.0,150.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0900 Fv173 hp800,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv174 hp1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0
0900 Fv174 hp600,0.0,225.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv174 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv175 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0
0900 Fv175 hp600,0.0,75.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv175 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv176 hp1,0.0,1325.0,0.0,0.0,0.0,0.0,42.5,18.0
0900 Fv176 hp403,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv176 hp404,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv177 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0900 Fv177 hp600,0.0,175.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv178 hp1,1.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0
0900 Fv178 hp600,0.0,2025.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv178 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv179 hp1,2.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0
0900 Fv179 hp600,0.0,625.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv180 hp1,1.0,0.0,0.0,0.0,0.0,0.0,35.0,58.0
0900 Fv180 hp600,0.0,875.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Fv180 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv181 hp1,4.0,0.0,0.0,0.0,0.0,0.0,47.5,1.0
0900 Fv181 hp600,0.0,100.0,0.0,0.0,0.0,0.0,35.0,0.0
0900 Fv182 hp1,2.0,0.0,0.0,0.0,0.0,0.0,40.0,18.0
0900 Fv182 hp600,0.0,150.0,0.0,0.0,0.0,0.0,20.0,0.0
0900 Fv183 hp1,3.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0
0900 Fv183 hp600,0.0,650.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv184 hp1,0.0,125.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0900 Fv185 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv185 hp600,0.0,75.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Fv191 hp1,4.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0
0900 Fv191 hp600,0.0,200.0,0.0,0.0,0.0,0.0,20.0,0.0
0900 Fv191 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Fv192 hp1,1.0,1000.0,0.0,0.0,0.0,0.0,48.0,42.0
0900 Fv192 hp699,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0900 Fv193 hp1,4.0,966.6666666666666,0.0,0.0,0.0,0.0,43.75,38.0
0900 Fv194 hp1,0.0,125.0,0.0,0.0,0.0,0.0,25.0,17.0
0900 Fv194 hp600,0.0,550.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv195 hp1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0
0900 Fv195 hp600,0.0,125.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Fv196 hp1,0.0,125.0,0.0,0.0,0.0,0.0,30.0,2.0
0900 Fv197 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,11.0
0900 Fv197 hp600,0.0,125.0,0.0,0.0,0.0,0.0,35.0,0.0
