,fartsdempere,trafikk_mengde,fotobokser,vegskulder,svingerestriksjon,vilt_fare,fartsgrense,trafikk_ulykke
0800 Fv38 hp405,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv38 hp421,0.0,2275.0,0.0,0.0,0.0,0.0,40.0,1.0
0800 Fv38 hp422,0.0,2275.0,0.0,0.0,0.0,0.0,40.0,1.0
0800 Fv38 hp424,0.0,2275.0,0.0,0.0,0.0,0.0,40.0,1.0
0800 Fv38 hp425,0.0,2275.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp426,0.0,2575.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp427,0.0,2575.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp5,0.0,775.0,0.0,0.0,0.0,0.0,30.0,111.0
0800 Fv38 hp50,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp51,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp52,0.0,666.6666666666666,0.0,0.0,0.0,0.0,33.333333333333336,16.0
0800 Fv38 hp6,0.0,1425.0,0.0,0.0,0.0,1.0,58.333333333333336,237.0
0800 Fv38 hp653,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp654,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp7,0.0,350.0,0.0,0.0,0.0,1.0,45.0,83.0
0800 Fv38 hp70,0.0,150.0,0.0,0.0,0.0,0.0,41.666666666666664,0.0
0800 Fv38 hp8,0.0,425.0,0.0,0.0,0.0,2.0,53.75,18.0
0800 Fv38 hp802,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv38 hp803,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv38 hp804,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv38 hp805,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv38 hp807,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv38 hp9,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.0
0800 Fv39 hp1,4.0,625.0,0.0,0.0,0.0,0.0,33.333333333333336,34.0
0800 Fv39 hp600,0.0,350.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Fv39 hp699,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0800 Fv4 hp1,3.0,1062.5,0.0,0.0,0.0,0.0,48.0,55.0
0800 Fv4 hp600,0.0,600.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Fv401 hp1,0.0,133.33333333333334,0.0,0.0,0.0,0.0,60.0,4.0
0800 Fv402 hp1,0.0,50.0,0.0,0.0,0.0,0.0,53.333333333333336,1.0
0800 Fv404 hp1,0.0,100.0,0.0,0.0,0.0,0.0,53.333333333333336,1.0
0800 Fv405 hp1,3.0,66.66666666666667,0.0,0.0,0.0,0.0,64.0,0.0
0800 Fv43 hp1,15.0,1580.0,0.0,0.0,0.0,0.0,34.0,74.0
0800 Fv44 hp1,0.0,2816.6666666666665,0.0,0.0,0.0,0.0,44.0,100.0
0800 Fv44 hp2,0.0,750.0,0.0,0.0,0.0,3.0,43.333333333333336,92.0
0800 Fv44 hp3,0.0,728.5714285714286,0.0,0.0,0.0,1.0,0.0,83.0
0800 Fv44 hp4,0.0,0.0,0.0,0.0,0.0,0.0,57.5,19.0
0800 Fv44 hp803,0.0,450.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv45 hp1,3.0,1094.4444444444443,0.0,0.0,0.0,1.0,53.63636363636363,141.0
0800 Fv45 hp2,0.0,200.0,0.0,0.0,0.0,0.0,53.333333333333336,45.0
0800 Fv452 hp1,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,11.0
0800 Fv452 hp2,2.0,200.0,0.0,0.0,0.0,0.0,52.0,21.0
0800 Fv455 hp1,0.0,140.0,0.0,0.0,0.0,0.0,53.333333333333336,2.0
0800 Fv47 hp1,0.0,150.0,0.0,0.0,0.0,0.0,0.0,2.0
0800 Fv47 hp600,0.0,400.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv47 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv48 hp2,8.0,6420.0,0.0,0.0,0.0,0.0,48.57142857142857,169.0
0800 Fv48 hp600,0.0,850.0,0.0,0.0,0.0,0.0,15.0,0.0
0800 Fv49 hp1,0.0,200.0,0.0,0.0,0.0,0.0,20.0,1.0
0800 Fv49 hp2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv49 hp3,2.0,6600.0,0.0,0.0,0.0,0.0,25.0,82.0
0800 Fv49 hp600,0.0,225.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv49 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv501 hp1,0.0,66.66666666666667,0.0,0.0,0.0,0.0,40.0,1.0
0800 Fv501 hp2,0.0,50.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0800 Fv503 hp1,0.0,325.0,0.0,0.0,0.0,2.0,65.0,37.0
0800 Fv503 hp2,0.0,350.0,0.0,0.0,0.0,0.0,0.0,1.0
0800 Fv504 hp1,0.0,50.0,0.0,0.0,0.0,0.0,53.333333333333336,1.0
0800 Fv504 hp50,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv51 hp1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0
0800 Fv51 hp2,0.0,1800.0,0.0,0.0,0.0,0.0,40.0,34.0
0800 Fv51 hp600,0.0,950.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Fv51 hp601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv51 hp602,0.0,1400.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv512 hp1,0.0,75.0,0.0,0.0,0.0,0.0,45.0,0.0
0800 Fv513 hp1,0.0,100.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0800 Fv514 hp1,0.0,125.0,0.0,0.0,0.0,0.0,56.0,4.0
0800 Fv514 hp2,0.0,25.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv514 hp51,0.0,25.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv515 hp1,0.0,250.0,0.0,0.0,0.0,0.0,55.0,12.0
0800 Fv52 hp2,5.0,1500.0,0.0,0.0,0.0,0.0,45.0,42.0
0800 Fv53 hp1,0.0,550.0,0.0,0.0,0.0,0.0,0.0,13.0
0800 Fv53 hp600,0.0,175.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Fv54 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0
0800 Fv54 hp600,0.0,200.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv54 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv551 hp1,1.0,750.0,0.0,0.0,0.0,0.0,45.0,19.0
0800 Fv551 hp2,0.0,1066.6666666666667,0.0,0.0,0.0,0.0,56.0,48.0
0800 Fv553 hp1,0.0,1010.0,0.0,0.0,0.0,0.0,62.22222222222222,80.0
0800 Fv555 hp1,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,10.0
0800 Fv555 hp2,0.0,433.3333333333333,0.0,0.0,0.0,0.0,50.0,30.0
0800 Fv56 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0
0800 Fv56 hp600,0.0,150.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv57 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0800 Fv57 hp600,0.0,150.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv57 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv58 hp1,0.0,150.0,0.0,0.0,0.0,0.0,45.0,19.0
0800 Fv58 hp600,0.0,225.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Fv59 hp1,0.0,9383.333333333334,0.0,0.0,0.0,0.0,42.0,420.0
0800 Fv59 hp406,0.0,5575.0,0.0,0.0,0.0,0.0,25.0,6.0
0800 Fv59 hp407,0.0,5575.0,0.0,0.0,0.0,0.0,25.0,24.0
0800 Fv59 hp50,0.0,5250.0,0.0,0.0,2.0,0.0,42.0,95.0
0800 Fv60 hp1,0.0,375.0,0.0,0.0,0.0,0.0,40.0,24.0
0800 Fv601 hp1,0.0,2833.3333333333335,0.0,0.0,0.0,0.0,48.0,54.0
0800 Fv601 hp2,0.0,400.0,0.0,0.0,0.0,0.0,60.0,35.0
0800 Fv602 hp1,4.0,1400.0,0.0,0.0,0.0,0.0,38.0,47.0
0800 Fv602 hp2,0.0,250.0,0.0,0.0,0.0,0.0,60.0,122.0
0800 Fv651 hp1,0.0,700.0,0.0,0.0,0.0,0.0,59.166666666666664,66.0
0800 Fv651 hp2,0.0,450.0,0.0,0.0,0.0,0.0,40.0,34.0
0800 Fv652 hp1,0.0,75.0,0.0,0.0,0.0,0.0,50.0,6.0
0800 Fv653 hp1,0.0,125.0,0.0,0.0,0.0,0.0,53.333333333333336,11.0
0800 Fv702 hp1,0.0,420.0,0.0,0.0,0.0,0.0,58.333333333333336,20.0
0800 Fv702 hp600,0.0,150.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Fv753 hp1,0.0,100.0,0.0,0.0,0.0,0.0,40.0,10.0
0800 Fv753 hp600,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv753 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv755 hp1,0.0,175.0,0.0,0.0,0.0,0.0,61.111111111111114,54.0
0800 Fv755 hp600,0.0,300.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Fv756 hp1,0.0,150.0,0.0,0.0,0.0,0.0,53.333333333333336,10.0
0800 Fv757 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0
0800 Fv757 hp600,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv801 hp1,0.0,225.0,0.0,0.0,0.0,0.0,45.0,11.0
0800 Fv801 hp2,0.0,416.6666666666667,0.0,0.0,0.0,0.0,55.0,42.0
0800 Fv802 hp1,0.0,100.0,0.0,0.0,0.0,0.0,53.333333333333336,13.0
0800 Fv803 hp1,0.0,75.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0800 Fv804 hp1,0.0,66.66666666666667,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0800 Fv805 hp1,0.0,50.0,0.0,1.0,0.0,0.0,53.333333333333336,0.0
0800 Fv806 hp1,0.0,50.0,0.0,0.0,0.0,0.0,58.57142857142857,30.0
0800 Fv806 hp2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Fv809 hp1,0.0,225.0,0.0,0.0,0.0,0.0,46.666666666666664,7.0
0800 Fv810 hp1,0.0,66.66666666666667,0.0,0.0,0.0,0.0,52.0,12.0
0800 Fv851 hp1,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,7.0
0800 Fv851 hp600,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Fv852 hp1,0.0,75.0,0.0,0.0,0.0,0.0,40.0,1.0
0800 Fv854 hp1,0.0,75.0,0.0,0.0,0.0,0.0,60.0,5.0
0800 Ra354 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Ra354 hp401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Ra36 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Ra36 hp4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Ra36 hp420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Ra36 hp421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Ra36 hp7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Ra36 hp8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg31 hp51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg354 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg354 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg354 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg354 hp250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp4,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Rg36 hp8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg36 hp9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg41 hp153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg41 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg41 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg41 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg41 hp204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rg41 hp3,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Rv354 hp1,0.0,12322.222222222223,0.0,1.0,0.0,0.0,53.333333333333336,519.0
0800 Rv354 hp401,0.0,5200.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Rv354 hp402,0.0,3750.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Rv354 hp403,0.0,5000.0,0.0,0.0,0.0,0.0,30.0,14.0
0800 Rv354 hp407,0.0,5450.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Rv354 hp50,0.0,250.0,0.0,0.0,0.0,0.0,20.0,0.0
0800 Rv36 hp1,0.0,11537.5,2.0,0.0,2.0,0.0,52.72727272727273,515.0
0800 Rv36 hp12,0.0,2666.6666666666665,0.0,0.0,0.0,0.0,52.0,287.0
0800 Rv36 hp2,2.0,15528.57142857143,0.0,0.0,2.0,0.0,48.57142857142857,724.0
0800 Rv36 hp3,0.0,4820.0,0.0,0.0,0.0,1.0,48.0,311.0
0800 Rv36 hp4,0.0,5142.857142857143,0.0,0.0,1.0,2.0,62.22222222222222,640.0
0800 Rv36 hp401,0.0,6333.333333333333,0.0,0.0,0.0,0.0,20.0,6.0
0800 Rv36 hp402,0.0,7150.0,0.0,0.0,0.0,0.0,25.0,2.0
0800 Rv36 hp405,0.0,8470.666666666666,0.0,0.0,0.0,0.0,40.0,1.0
0800 Rv36 hp406,0.0,6125.0,0.0,0.0,0.0,0.0,40.0,3.0
0800 Rv36 hp407,0.0,6125.0,0.0,0.0,0.0,0.0,40.0,5.0
0800 Rv36 hp408,0.0,10133.333333333334,0.0,0.0,0.0,0.0,30.0,1.0
0800 Rv36 hp409,0.0,9200.0,0.0,0.0,0.0,0.0,30.0,12.0
0800 Rv36 hp410,0.0,9200.0,0.0,0.0,0.0,0.0,30.0,6.0
0800 Rv36 hp411,0.0,11133.333333333334,0.0,0.0,0.0,0.0,30.0,0.0
0800 Rv36 hp414,0.0,12004.333333333334,0.0,0.0,0.0,0.0,30.0,6.0
0800 Rv36 hp416,0.0,12716.666666666666,0.0,0.0,0.0,0.0,30.0,2.0
0800 Rv36 hp417,0.0,9550.0,0.0,0.0,0.0,0.0,0.0,6.0
0800 Rv36 hp418,0.0,9550.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rv36 hp419,0.0,9550.0,0.0,0.0,0.0,0.0,30.0,2.0
0800 Rv36 hp5,0.0,3000.0,0.0,0.0,0.0,1.0,40.0,171.0
0800 Rv36 hp6,0.0,3930.0,0.0,0.0,1.0,1.0,40.0,70.0
0800 Rv36 hp7,0.0,2600.0,0.0,0.0,0.0,3.0,35.0,249.0
0800 Rv36 hp8,0.0,2600.0,0.0,0.0,0.0,0.0,51.666666666666664,194.0
0800 Rv36 hp802,0.0,0.0,0.0,0.0,2.0,0.0,33.333333333333336,0.0
0800 Rv36 hp803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0800 Rv36 hp806,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0
0800 Rv36 hp807,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
0800 Rv36 hp808,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0800 Rv36 hp809,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0800 Rv36 hp810,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0800 Rv36 hp812,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Rv36 hp9,5.0,5090.0,0.0,0.0,1.0,4.0,56.15384615384615,633.0
0800 Rv41 hp1,0.0,725.0,0.0,0.0,0.0,0.0,56.666666666666664,68.0
0800 Rv41 hp2,0.0,666.6666666666666,0.0,0.0,0.0,0.0,46.0,76.0
0800 Rv41 hp3,2.0,612.5,0.0,0.0,0.0,0.0,56.666666666666664,184.0
0800 Rv41 hp4,0.0,500.0,0.0,0.0,0.0,0.0,30.0,61.0
0800 Rv41 hp5,0.0,970.0,0.0,0.0,0.0,0.0,46.666666666666664,55.0
0800 Rv41 hp50,0.0,633.3333333333334,0.0,0.0,0.0,0.0,40.0,9.0
0800 Rv41 hp51,0.0,233.33333333333334,0.0,0.0,0.0,0.0,60.0,0.0
0800 Rv41 hp6,0.0,925.0,0.0,0.0,0.0,0.0,46.666666666666664,51.0
0800 Rv41 hp800,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Rv41 hp801,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Rv41 hp802,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Rv41 hp803,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0800 Rv41 hp805,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0800 Rv9 hp1,0.0,450.0,0.0,0.0,0.0,0.0,53.333333333333336,100.0
0900 Ea18 hp418,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ea18 hp419,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ea18 hp420,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ea18 hp421,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ea18 hp422,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ea18 hp5,0.0,0.0,0.0,0.0,2.0,0.0,86.66666666666667,0.0
0900 Ea18 hp6,0.0,0.0,0.0,0.0,4.0,0.0,102.14285714285714,0.0
0900 Ea18 hp7,0.0,0.0,0.0,0.0,2.0,0.0,90.0,0.0
0900 Ea18 hp78,0.0,0.0,0.0,0.0,2.0,0.0,83.33333333333333,0.0
0900 Ea18 hp79,0.0,0.0,0.0,0.0,2.0,0.0,86.66666666666667,0.0
0900 Ea18 hp81,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0
0900 Eg18 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp217,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0
0900 Eg18 hp255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp5,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0
0900 Eg18 hp58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Eg18 hp6,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0
0900 Eg18 hp75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Et18 hp419,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Et18 hp7,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
0900 Et18 hp812,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Ev18 hp1,0.0,5537.5,0.0,0.0,3.0,0.0,45.0,124.0
0900 Ev18 hp10,0.0,9450.0,0.0,0.0,1.0,0.0,0.0,18.0
0900 Ev18 hp11,0.0,7775.0,0.0,0.0,2.0,0.0,40.0,103.0
0900 Ev18 hp14,0.0,11666.666666666666,0.0,0.0,4.0,0.0,40.0,102.0
0900 Ev18 hp16,0.0,12550.0,0.0,0.0,4.0,0.0,60.0,214.0
0900 Ev18 hp17,0.0,8625.0,0.0,0.0,2.0,0.0,73.33333333333333,10.0
0900 Ev18 hp18,0.0,6800.0,0.0,0.0,5.0,0.0,0.0,50.0
0900 Ev18 hp19,0.0,6850.0,0.0,0.0,2.0,0.0,0.0,14.0
0900 Ev18 hp2,0.0,5033.333333333333,0.0,0.0,7.0,0.0,45.0,80.0
0900 Ev18 hp20,0.0,9500.0,0.0,0.0,3.0,0.0,0.0,9.0
0900 Ev18 hp21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
0900 Ev18 hp3,0.0,6325.0,0.0,0.0,4.0,2.0,62.0,397.0
0900 Ev18 hp401,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp402,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp403,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp404,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp405,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0
0900 Ev18 hp410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Ev18 hp415,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0900 Ev18 hp422,0.0,2225.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ev18 hp423,0.0,4333.333333333333,0.0,0.0,0.0,0.0,30.0,2.0
0900 Ev18 hp424,0.0,1050.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp425,0.0,575.0,0.0,0.0,0.0,0.0,40.0,1.0
0900 Ev18 hp474,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0900 Ev18 hp475,0.0,2300.0,0.0,0.0,0.0,0.0,40.0,9.0
0900 Ev18 hp482,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0
0900 Ev18 hp5,0.0,7166.666666666667,2.0,0.0,3.0,0.0,50.0,204.0
0900 Ev18 hp500,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp501,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ev18 hp504,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp505,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp508,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ev18 hp509,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0
0900 Ev18 hp510,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ev18 hp511,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ev18 hp514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0900 Ev18 hp515,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0900 Ev18 hp516,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0
0900 Ev18 hp55,0.0,2650.0,0.0,0.0,0.0,0.0,30.0,0.0
0900 Ev18 hp58,0.0,2100.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0900 Ev18 hp6,0.0,11843.75,3.0,0.0,0.0,0.0,60.0,1232.0
0900 Ev18 hp7,0.0,11333.333333333334,0.0,0.0,1.0,0.0,62.5,141.0
0900 Ev18 hp70,3.0,490.0,0.0,0.0,2.0,0.0,70.0,0.0
0900 Ev18 hp71,0.0,858.3333333333334,0.0,0.0,4.0,0.0,68.57142857142857,9.0
0900 Ev18 hp72,0.0,1287.5,0.0,0.0,2.0,0.0,71.66666666666667,0.0
0900 Ev18 hp73,0.0,400.0,0.0,0.0,2.0,0.0,77.5,0.0
0900 Ev18 hp74,0.0,1421.4285714285713,0.0,0.0,5.0,0.0,35.0,14.0
0900 Ev18 hp75,0.0,300.0,0.0,0.0,2.0,0.0,68.57142857142857,0.0
0900 Ev18 hp76,0.0,440.0,0.0,0.0,2.0,0.0,68.57142857142857,0.0
0900 Ev18 hp77,0.0,2166.6666666666665,0.0,0.0,0.0,0.0,60.0,1.0
0900 Ev18 hp8,0.0,9500.0,0.0,0.0,2.0,0.0,60.0,85.0
0900 Ev18 hp801,0.0,300.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0900 Ev18 hp805,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0
0900 Ev18 hp806,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0
0900 Ev18 hp81,0.0,4858.333333333333,0.0,0.0,4.0,0.0,70.0,13.0
0900 Ev18 hp810,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0900 Ev18 hp812,0.0,275.0,0.0,0.0,0.0,0.0,37.5,0.0
0900 Ev18 hp82,0.0,2875.0,0.0,0.0,2.0,0.0,77.77777777777777,2.0
0900 Ev18 hp83,0.0,2370.0,0.0,0.0,2.0,0.0,75.0,3.0
0900 Ev18 hp84,0.0,575.0,0.0,0.0,1.0,0.0,67.5,9.0
0900 Ev18 hp85,0.0,1320.0,0.0,0.0,2.0,0.0,75.0,3.0
0900 Ev18 hp86,0.0,1066.6666666666667,0.0,0.0,2.0,0.0,71.11111111111111,16.0
0900 Ev18 hp865,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0900 Ev18 hp87,0.0,1400.0,0.0,0.0,2.0,0.0,70.0,1.0
